transaction_id,date,month,account_id,account_name,bank_name,department,transaction_type,direction,amount,voucher_id,description,created_by,data_source,type_amount_90th_percentile,large_amount_flag,high_risk_type_flag,duplicate_group_count,duplicate_pattern_flag,year_end_flag,department_transaction_count,department_risk_flag,risk_score,risk_level,recommended_action,risk_flag_summary
T000116,2025-03-20,3,A013,Year-end Settlement Account,Bank G,Emergency Management Department,inter_fund_transfer,inflow,239724,V000116,Simulated inter fund transfer for Emergency Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000138,2025-03-20,3,A007,Education Fund Account,Bank D,Community Services Department,project_fund_payment,outflow,632004,V000138,Simulated project fund payment for Community Services Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000152,2025-03-20,3,A011,Inter-fund Transfer Account,Bank F,Finance Bureau Internal Unit,budget_execution_payment,outflow,313894,V000152,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000157,2025-03-20,3,A003,Non-tax Revenue Collection Account,Bank B,Infrastructure Department,refund,inflow,44468,V000157,Simulated refund for Infrastructure Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000169,2025-03-20,3,A008,Health Project Fund Account,Bank D,Community Services Department,budget_execution_payment,outflow,139246,V000169,Simulated budget execution payment for Community Services Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000137,2025-03-21,3,A010,Temporary Holding Account,Bank E,Transport Department,budget_execution_payment,outflow,79182,V000137,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000158,2025-03-21,3,A004,Off-budget Fund Account,Bank B,Emergency Management Department,budget_execution_payment,outflow,224366,V000158,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000119,2025-03-22,3,A010,Temporary Holding Account,Bank E,Transport Department,refund,inflow,17313,V000119,Simulated refund for Transport Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000153,2025-03-22,3,A009,Infrastructure Payment Account,Bank E,Education Department,project_fund_payment,outflow,506956,V000153,Simulated project fund payment for Education Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000164,2025-03-22,3,A002,Budget Execution Payment Account,Bank A,Environmental Protection Department,non_tax_revenue_collection,inflow,109797,V000164,Simulated non tax revenue collection for Environmental Protection Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000131,2025-03-23,3,A004,Off-budget Fund Account,Bank B,Emergency Management Department,refund,inflow,49414,V000131,Simulated refund for Emergency Management Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000140,2025-03-23,3,A003,Non-tax Revenue Collection Account,Bank B,Agriculture Department,budget_execution_payment,outflow,108204,V000140,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000163,2025-03-24,3,A002,Budget Execution Payment Account,Bank A,Education Department,budget_execution_payment,outflow,109570,V000163,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000129,2025-03-25,3,A007,Education Fund Account,Bank D,Health Department,year_end_settlement,inflow,681233,V000129,Simulated year end settlement for Health Department,simulated_system,bank_statement,600508.3,1,1,1,0,0,63,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type
T000141,2025-03-27,3,A004,Off-budget Fund Account,Bank B,Urban Management Department,temporary_holding,inflow,242601,V000141,Simulated temporary holding for Urban Management Department,simulated_system,bank_statement,219627.5,1,1,1,0,0,64,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type
T000150,2025-03-27,3,A007,Education Fund Account,Bank D,Finance Bureau Internal Unit,non_tax_revenue_collection,inflow,40585,V000150,Simulated non tax revenue collection for Finance Bureau Internal Unit,simulated_system,bank_statement,163417.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000110,2025-03-28,3,A005,Special Fund Account,Bank C,Urban Management Department,inter_fund_transfer,outflow,244695,V000110,Simulated inter fund transfer for Urban Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000151,2025-03-28,3,A012,Audit Adjustment Account,Bank F,Urban Management Department,audit_adjustment,outflow,5437,V000151,Simulated audit adjustment for Urban Management Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000166,2025-03-28,3,A012,Audit Adjustment Account,Bank F,Health Department,audit_adjustment,outflow,61703,V000166,Simulated audit adjustment for Health Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type
T000111,2025-03-29,3,A012,Audit Adjustment Account,Bank F,Infrastructure Department,refund,inflow,78961,V000111,Simulated refund for Infrastructure Department,simulated_system,bank_statement,70230.0,1,0,1,0,0,64,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000170,2025-03-30,3,A013,Year-end Settlement Account,Bank G,Culture and Tourism Department,budget_execution_payment,outflow,202684,V000170,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000113,2025-03-31,3,A009,Infrastructure Payment Account,Bank E,Agriculture Department,budget_execution_payment,outflow,272859,V000113,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000121,2025-03-31,3,A008,Health Project Fund Account,Bank D,Education Department,refund,inflow,18309,V000121,Simulated refund for Education Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000216,2025-04-01,4,A005,Special Fund Account,Bank C,Social Security Department,budget_execution_payment,outflow,303456,V000216,Simulated budget execution payment for Social Security Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000220,2025-04-02,4,A003,Non-tax Revenue Collection Account,Bank B,Infrastructure Department,inter_fund_transfer,inflow,394313,V000220,Simulated inter fund transfer for Infrastructure Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000183,2025-04-03,4,A003,Non-tax Revenue Collection Account,Bank B,Culture and Tourism Department,off_budget_fund_transfer,outflow,320372,V000183,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000196,2025-04-03,4,A008,Health Project Fund Account,Bank D,Environmental Protection Department,refund,inflow,3089,V000196,Simulated refund for Environmental Protection Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000203,2025-04-03,4,A011,Inter-fund Transfer Account,Bank F,Transport Department,budget_execution_payment,outflow,64900,V000203,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000207,2025-04-03,4,A007,Education Fund Account,Bank D,Social Security Department,project_fund_payment,outflow,123869,V000207,Simulated project fund payment for Social Security Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000214,2025-04-03,4,A004,Off-budget Fund Account,Bank B,Culture and Tourism Department,inter_fund_transfer,outflow,403395,V000214,Simulated inter fund transfer for Culture and Tourism Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000184,2025-04-04,4,A002,Budget Execution Payment Account,Bank A,Emergency Management Department,budget_execution_payment,outflow,180372,V000184,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000221,2025-04-04,4,A002,Budget Execution Payment Account,Bank A,Infrastructure Department,budget_execution_payment,outflow,46762,V000221,Simulated budget execution payment for Infrastructure Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000225,2025-04-04,4,A011,Inter-fund Transfer Account,Bank F,Culture and Tourism Department,off_budget_fund_transfer,outflow,451614,V000225,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,1,1,1,0,0,81,1,6,High,Immediate review required,large_amount; high_risk_type; high_activity_department
T000179,2025-04-05,4,A010,Temporary Holding Account,Bank E,Social Security Department,off_budget_fund_transfer,outflow,274809,V000179,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type
T000210,2025-04-05,4,A009,Infrastructure Payment Account,Bank E,Environmental Protection Department,non_tax_revenue_collection,inflow,139393,V000210,Simulated non tax revenue collection for Environmental Protection Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000223,2025-04-05,4,A008,Health Project Fund Account,Bank D,Education Department,temporary_holding,inflow,26859,V000223,Simulated temporary holding for Education Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type
T000182,2025-04-06,4,A005,Special Fund Account,Bank C,Health Department,off_budget_fund_transfer,inflow,258870,V000182,Simulated off budget fund transfer for Health Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type
T000224,2025-04-06,4,A011,Inter-fund Transfer Account,Bank F,Community Services Department,non_tax_revenue_collection,inflow,108651,V000224,Simulated non tax revenue collection for Community Services Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000174,2025-04-07,4,A001,Treasury Main Account,Bank A,Social Security Department,budget_execution_payment,outflow,309910,V000174,Simulated budget execution payment for Social Security Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000215,2025-04-11,4,A013,Year-end Settlement Account,Bank G,Emergency Management Department,non_tax_revenue_collection,inflow,87279,V000215,Simulated non tax revenue collection for Emergency Management Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000204,2025-04-12,4,A006,Social Security Transfer Account,Bank C,Finance Bureau Internal Unit,non_tax_revenue_collection,inflow,142653,V000204,Simulated non tax revenue collection for Finance Bureau Internal Unit,simulated_system,bank_statement,163417.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000192,2025-04-13,4,A010,Temporary Holding Account,Bank E,Culture and Tourism Department,refund,inflow,56400,V000192,Simulated refund for Culture and Tourism Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000209,2025-04-13,4,A002,Budget Execution Payment Account,Bank A,Community Services Department,inter_fund_transfer,outflow,566342,V000209,Simulated inter fund transfer for Community Services Department,simulated_system,bank_statement,509918.00000000006,1,1,1,0,0,57,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type
T000217,2025-04-13,4,A012,Audit Adjustment Account,Bank F,Health Department,budget_execution_payment,outflow,25744,V000217,Simulated budget execution payment for Health Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000175,2025-04-14,4,A012,Audit Adjustment Account,Bank F,Infrastructure Department,budget_execution_payment,outflow,88926,V000175,Simulated budget execution payment for Infrastructure Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000177,2025-04-14,4,A002,Budget Execution Payment Account,Bank A,Transport Department,refund,inflow,32254,V000177,Simulated refund for Transport Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000200,2025-04-14,4,A004,Off-budget Fund Account,Bank B,Finance Bureau Internal Unit,budget_execution_payment,outflow,199526,V000200,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000202,2025-04-14,4,A012,Audit Adjustment Account,Bank F,Agriculture Department,inter_fund_transfer,outflow,388252,V000202,Simulated inter fund transfer for Agriculture Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000226,2025-04-14,4,A002,Budget Execution Payment Account,Bank A,Culture and Tourism Department,inter_fund_transfer,inflow,438734,V000226,Simulated inter fund transfer for Culture and Tourism Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000190,2025-04-15,4,A007,Education Fund Account,Bank D,Environmental Protection Department,non_tax_revenue_collection,inflow,157456,V000190,Simulated non tax revenue collection for Environmental Protection Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000211,2025-04-15,4,A003,Non-tax Revenue Collection Account,Bank B,Transport Department,off_budget_fund_transfer,inflow,259010,V000211,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000219,2025-04-15,4,A009,Infrastructure Payment Account,Bank E,Social Security Department,budget_execution_payment,outflow,302682,V000219,Simulated budget execution payment for Social Security Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000186,2025-04-16,4,A003,Non-tax Revenue Collection Account,Bank B,Infrastructure Department,budget_execution_payment,outflow,228015,V000186,Simulated budget execution payment for Infrastructure Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000185,2025-04-17,4,A003,Non-tax Revenue Collection Account,Bank B,Education Department,budget_execution_payment,outflow,326773,V000185,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,56,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000222,2025-04-17,4,A009,Infrastructure Payment Account,Bank E,Urban Management Department,budget_execution_payment,outflow,100388,V000222,Simulated budget execution payment for Urban Management Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000176,2025-04-18,4,A011,Inter-fund Transfer Account,Bank F,Social Security Department,refund,inflow,78256,V000176,Simulated refund for Social Security Department,simulated_system,bank_statement,70230.0,1,0,1,0,0,66,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000212,2025-04-19,4,A012,Audit Adjustment Account,Bank F,Agriculture Department,inter_fund_transfer,outflow,491249,V000212,Simulated inter fund transfer for Agriculture Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000187,2025-04-20,4,A005,Special Fund Account,Bank C,Emergency Management Department,off_budget_fund_transfer,inflow,310852,V000187,Simulated off budget fund transfer for Emergency Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000172,2025-04-21,4,A003,Non-tax Revenue Collection Account,Bank B,Finance Bureau Internal Unit,budget_execution_payment,outflow,302017,V000172,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000194,2025-04-21,4,A008,Health Project Fund Account,Bank D,Environmental Protection Department,inter_fund_transfer,outflow,432104,V000194,Simulated inter fund transfer for Environmental Protection Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000197,2025-04-21,4,A005,Special Fund Account,Bank C,Infrastructure Department,budget_execution_payment,outflow,132782,V000197,Simulated budget execution payment for Infrastructure Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000178,2025-04-22,4,A012,Audit Adjustment Account,Bank F,Agriculture Department,refund,inflow,8397,V000178,Simulated refund for Agriculture Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000181,2025-04-22,4,A012,Audit Adjustment Account,Bank F,Emergency Management Department,inter_fund_transfer,inflow,506799,V000181,Simulated inter fund transfer for Emergency Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000191,2025-04-23,4,A011,Inter-fund Transfer Account,Bank F,Environmental Protection Department,year_end_settlement,inflow,508336,V000191,Simulated year end settlement for Environmental Protection Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000198,2025-04-23,4,A002,Budget Execution Payment Account,Bank A,Community Services Department,budget_execution_payment,outflow,304890,V000198,Simulated budget execution payment for Community Services Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000173,2025-04-24,4,A009,Infrastructure Payment Account,Bank E,Agriculture Department,project_fund_payment,outflow,592601,V000173,Simulated project fund payment for Agriculture Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000199,2025-04-24,4,A001,Treasury Main Account,Bank A,Emergency Management Department,off_budget_fund_transfer,inflow,276183,V000199,Simulated off budget fund transfer for Emergency Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000201,2025-04-24,4,A010,Temporary Holding Account,Bank E,Social Security Department,budget_execution_payment,outflow,157888,V000201,Simulated budget execution payment for Social Security Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000188,2025-04-26,4,A003,Non-tax Revenue Collection Account,Bank B,Education Department,audit_adjustment,outflow,119555,V000188,Simulated audit adjustment for Education Department,simulated_system,bank_statement,100457.59999999999,1,1,1,0,0,56,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type
T000195,2025-04-26,4,A008,Health Project Fund Account,Bank D,Community Services Department,inter_fund_transfer,outflow,442225,V000195,Simulated inter fund transfer for Community Services Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type
T000171,2025-04-27,4,A007,Education Fund Account,Bank D,Community Services Department,inter_fund_transfer,outflow,100102,V000171,Simulated inter fund transfer for Community Services Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type
T000189,2025-04-27,4,A005,Special Fund Account,Bank C,Health Department,project_fund_payment,outflow,400808,V000189,Simulated project fund payment for Health Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000218,2025-04-27,4,A001,Treasury Main Account,Bank A,Urban Management Department,non_tax_revenue_collection,inflow,154765,V000218,Simulated non tax revenue collection for Urban Management Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000180,2025-04-28,4,A009,Infrastructure Payment Account,Bank E,Finance Bureau Internal Unit,budget_execution_payment,outflow,27531,V000180,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000205,2025-04-28,4,A002,Budget Execution Payment Account,Bank A,Transport Department,budget_execution_payment,outflow,168934,V000205,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000206,2025-04-29,4,A013,Year-end Settlement Account,Bank G,Transport Department,budget_execution_payment,outflow,177584,V000206,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000193,2025-04-30,4,A008,Health Project Fund Account,Bank D,Urban Management Department,off_budget_fund_transfer,outflow,185289,V000193,Simulated off budget fund transfer for Urban Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000208,2025-04-30,4,A007,Education Fund Account,Bank D,Emergency Management Department,temporary_holding,inflow,126656,V000208,Simulated temporary holding for Emergency Management Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000213,2025-04-30,4,A011,Inter-fund Transfer Account,Bank F,Transport Department,off_budget_fund_transfer,inflow,279768,V000213,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000252,2025-05-02,5,A011,Inter-fund Transfer Account,Bank F,Culture and Tourism Department,year_end_settlement,outflow,85745,V000252,Simulated year end settlement for Culture and Tourism Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000245,2025-05-03,5,A011,Inter-fund Transfer Account,Bank F,Finance Bureau Internal Unit,budget_execution_payment,outflow,196743,V000245,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000237,2025-05-04,5,A013,Year-end Settlement Account,Bank G,Finance Bureau Internal Unit,year_end_settlement,outflow,412736,V000237,Simulated year end settlement for Finance Bureau Internal Unit,simulated_system,bank_statement,600508.3,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000253,2025-05-04,5,A006,Social Security Transfer Account,Bank C,Urban Management Department,inter_fund_transfer,outflow,42601,V000253,Simulated inter fund transfer for Urban Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000278,2025-05-04,5,A005,Special Fund Account,Bank C,Health Department,refund,inflow,3813,V000278,Simulated refund for Health Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000280,2025-05-04,5,A007,Education Fund Account,Bank D,Community Services Department,audit_adjustment,inflow,61686,V000280,Simulated audit adjustment for Community Services Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type
T000270,2025-05-05,5,A001,Treasury Main Account,Bank A,Environmental Protection Department,temporary_holding,inflow,227400,V000270,Simulated temporary holding for Environmental Protection Department,simulated_system,bank_statement,219627.5,1,1,1,0,0,70,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type
T000239,2025-05-06,5,A001,Treasury Main Account,Bank A,Community Services Department,budget_execution_payment,outflow,40808,V000239,Simulated budget execution payment for Community Services Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000249,2025-05-06,5,A007,Education Fund Account,Bank D,Agriculture Department,off_budget_fund_transfer,outflow,319220,V000249,Simulated off budget fund transfer for Agriculture Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000286,2025-05-06,5,A002,Budget Execution Payment Account,Bank A,Health Department,temporary_holding,inflow,23261,V000286,Simulated temporary holding for Health Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type
T000258,2025-05-07,5,A007,Education Fund Account,Bank D,Emergency Management Department,non_tax_revenue_collection,inflow,47998,V000258,Simulated non tax revenue collection for Emergency Management Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000228,2025-05-08,5,A011,Inter-fund Transfer Account,Bank F,Urban Management Department,refund,inflow,44727,V000228,Simulated refund for Urban Management Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000269,2025-05-08,5,A002,Budget Execution Payment Account,Bank A,Infrastructure Department,off_budget_fund_transfer,outflow,423605,V000269,Simulated off budget fund transfer for Infrastructure Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000235,2025-05-09,5,A012,Audit Adjustment Account,Bank F,Community Services Department,non_tax_revenue_collection,inflow,37402,V000235,Simulated non tax revenue collection for Community Services Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000238,2025-05-09,5,A008,Health Project Fund Account,Bank D,Infrastructure Department,non_tax_revenue_collection,inflow,161671,V000238,Simulated non tax revenue collection for Infrastructure Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000246,2025-05-09,5,A006,Social Security Transfer Account,Bank C,Education Department,project_fund_payment,outflow,361573,V000246,Simulated project fund payment for Education Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000272,2025-05-09,5,A010,Temporary Holding Account,Bank E,Infrastructure Department,non_tax_revenue_collection,inflow,123639,V000272,Simulated non tax revenue collection for Infrastructure Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000274,2025-05-09,5,A003,Non-tax Revenue Collection Account,Bank B,Urban Management Department,year_end_settlement,inflow,186989,V000274,Simulated year end settlement for Urban Management Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000229,2025-05-11,5,A006,Social Security Transfer Account,Bank C,Infrastructure Department,refund,inflow,3381,V000229,Simulated refund for Infrastructure Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000271,2025-05-11,5,A004,Off-budget Fund Account,Bank B,Urban Management Department,budget_execution_payment,outflow,265300,V000271,Simulated budget execution payment for Urban Management Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000244,2025-05-12,5,A008,Health Project Fund Account,Bank D,Community Services Department,off_budget_fund_transfer,inflow,181165,V000244,Simulated off budget fund transfer for Community Services Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type
T000254,2025-05-12,5,A007,Education Fund Account,Bank D,Emergency Management Department,budget_execution_payment,outflow,256994,V000254,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000262,2025-05-12,5,A004,Off-budget Fund Account,Bank B,Agriculture Department,budget_execution_payment,outflow,228859,V000262,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000230,2025-05-13,5,A009,Infrastructure Payment Account,Bank E,Environmental Protection Department,budget_execution_payment,outflow,136185,V000230,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
