case_id,transaction_id,date,month,account_id,account_name,bank_name,department,transaction_type,direction,amount,voucher_id,description,created_by,data_source,type_amount_90th_percentile,large_amount_flag,high_risk_type_flag,duplicate_group_count,duplicate_pattern_flag,year_end_flag,department_transaction_count,department_risk_flag,risk_score,risk_level,recommended_action,risk_flag_summary,case_owner,case_status,days_open,overdue_flag,second_review_required,investigation_priority,investigation_note,follow_up_action,investigation_priority_score
CASE00067,T000706,2025-12-05,12,A013,Year-end Settlement Account,Bank G,Agriculture Department,budget_execution_payment,outflow,329122,V000706,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,1,70,0,4,Medium,Review transaction amount and supporting documents,large_amount; year_end,Controls Reviewer,open,5,0,0,Medium,large amount transaction; year-end transaction,Request supporting documents for large payment,2
CASE00068,T000021,2025-01-03,1,A008,Health Project Fund Account,Bank D,Transport Department,budget_execution_payment,outflow,325669,V000021,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,74,1,4,Medium,Review transaction amount and supporting documents,large_amount; high_activity_department,Risk Analyst A,investigating,6,0,0,Medium,large amount transaction; high-activity department,Request supporting documents for large payment,2
CASE00069,T000736,2025-12-26,12,A004,Off-budget Fund Account,Bank B,Environmental Protection Department,budget_execution_payment,outflow,322865,V000736,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,1,70,0,4,Medium,Review transaction amount and supporting documents,large_amount; year_end,Finance Operations Reviewer,investigating,6,0,0,Medium,large amount transaction; year-end transaction,Request supporting documents for large payment,2
CASE00070,T000802,2025-12-12,12,A003,Non-tax Revenue Collection Account,Bank B,Education Department,budget_execution_payment,outflow,316508,V000802,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,1,56,0,4,Medium,Review transaction amount and supporting documents,large_amount; year_end,Finance Operations Reviewer,investigating,7,0,0,Medium,large amount transaction; year-end transaction,Request supporting documents for large payment,2
CASE00071,T000771,2025-12-09,12,A007,Education Fund Account,Bank D,Transport Department,off_budget_fund_transfer,inflow,273966,V000771,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,74,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department,Controls Reviewer,investigating,14,0,0,Medium,high-risk transaction type; year-end transaction; high-activity department,Review approval workflow and transaction purpose,2
CASE00072,T000767,2025-12-12,12,A003,Non-tax Revenue Collection Account,Bank B,Culture and Tourism Department,off_budget_fund_transfer,outflow,257506,V000767,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,81,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department,Risk Analyst B,open,14,0,0,Medium,high-risk transaction type; year-end transaction; high-activity department,Review approval workflow and transaction purpose,2
CASE00073,T000797,2025-12-28,12,A007,Education Fund Account,Bank D,Finance Bureau Internal Unit,year_end_settlement,inflow,234222,V000797,Simulated year end settlement for Finance Bureau Internal Unit,simulated_system,bank_statement,600508.3,0,1,1,0,1,77,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department,Risk Analyst B,open,9,0,0,Medium,high-risk transaction type; year-end transaction; high-activity department,Review approval workflow and transaction purpose,2
CASE00074,T000778,2025-12-05,12,A004,Off-budget Fund Account,Bank B,Social Security Department,non_tax_revenue_collection,inflow,176231,V000778,Simulated non tax revenue collection for Social Security Department,simulated_system,bank_statement,163417.0,1,0,1,0,1,66,0,4,Medium,Review transaction amount and supporting documents,large_amount; year_end,Risk Analyst B,investigating,9,0,0,Medium,large amount transaction; year-end transaction,Request supporting documents for large payment,2
CASE00075,T000762,2025-12-15,12,A005,Special Fund Account,Bank C,Infrastructure Department,non_tax_revenue_collection,inflow,173090,V000762,Simulated non tax revenue collection for Infrastructure Department,simulated_system,bank_statement,163417.0,1,0,1,0,1,64,0,4,Medium,Review transaction amount and supporting documents,large_amount; year_end,Senior Review Officer,investigating,13,0,0,Medium,large amount transaction; year-end transaction,Request supporting documents for large payment,2
CASE00076,T000769,2025-12-08,12,A003,Non-tax Revenue Collection Account,Bank B,Culture and Tourism Department,temporary_holding,inflow,168442,V000769,Simulated temporary holding for Culture and Tourism Department,simulated_system,bank_statement,219627.5,0,1,1,0,1,81,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department,Controls Reviewer,closed,7,0,0,Medium,high-risk transaction type; year-end transaction; high-activity department,Review approval workflow and transaction purpose,2
CASE00077,T000403,2025-07-11,7,A003,Non-tax Revenue Collection Account,Bank B,Culture and Tourism Department,non_tax_revenue_collection,inflow,167730,V000403,Simulated non tax revenue collection for Culture and Tourism Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,81,1,4,Medium,Review transaction amount and supporting documents,large_amount; high_activity_department,Finance Operations Reviewer,investigating,5,0,0,Medium,large amount transaction; high-activity department,Request supporting documents for large payment,2
CASE00078,T000382,2025-07-09,7,A005,Special Fund Account,Bank C,Culture and Tourism Department,non_tax_revenue_collection,inflow,166205,V000382,Simulated non tax revenue collection for Culture and Tourism Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,81,1,4,Medium,Review transaction amount and supporting documents,large_amount; high_activity_department,Risk Analyst B,closed,2,0,0,Medium,large amount transaction; high-activity department,Request supporting documents for large payment,2
CASE00079,T000779,2025-12-12,12,A007,Education Fund Account,Bank D,Transport Department,temporary_holding,inflow,159177,V000779,Simulated temporary holding for Transport Department,simulated_system,bank_statement,219627.5,0,1,1,0,1,74,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department,Risk Analyst B,open,10,0,0,Medium,high-risk transaction type; year-end transaction; high-activity department,Review approval workflow and transaction purpose,2
CASE00080,T000715,2025-12-22,12,A011,Inter-fund Transfer Account,Bank F,Finance Bureau Internal Unit,off_budget_fund_transfer,inflow,93753,V000715,Simulated off budget fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,77,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department,Risk Analyst B,closed,6,0,0,Medium,high-risk transaction type; year-end transaction; high-activity department,Review approval workflow and transaction purpose,2
CASE00081,T000581,2025-09-19,9,A008,Health Project Fund Account,Bank D,Culture and Tourism Department,refund,inflow,70371,V000581,Simulated refund for Culture and Tourism Department,simulated_system,bank_statement,70230.0,1,0,1,0,0,81,1,4,Medium,Review transaction amount and supporting documents,large_amount; high_activity_department,Risk Analyst B,open,3,0,0,Medium,large amount transaction; high-activity department,Request supporting documents for large payment,2
CASE00082,T000509,2025-09-05,9,A004,Off-budget Fund Account,Bank B,Emergency Management Department,project_fund_payment,outflow,796716,V000509,Simulated project fund payment for Emergency Management Department,simulated_system,bank_statement,748920.0,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst A,investigating,7,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00083,T000365,2025-06-26,6,A012,Audit Adjustment Account,Bank F,Health Department,project_fund_payment,outflow,757910,V000365,Simulated project fund payment for Health Department,simulated_system,bank_statement,748920.0,1,0,1,0,0,63,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst B,closed,2,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00084,T000277,2025-05-27,5,A008,Health Project Fund Account,Bank D,Social Security Department,project_fund_payment,outflow,751160,V000277,Simulated project fund payment for Social Security Department,simulated_system,bank_statement,748920.0,1,0,1,0,0,66,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst A,open,2,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00085,T000478,2025-08-25,8,A012,Audit Adjustment Account,Bank F,Transport Department,year_end_settlement,outflow,587749,V000478,Simulated year end settlement for Transport Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,investigating,7,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00086,T000768,2025-12-17,12,A011,Inter-fund Transfer Account,Bank F,Community Services Department,year_end_settlement,inflow,560338,V000768,Simulated year end settlement for Community Services Department,simulated_system,bank_statement,600508.3,0,1,1,0,1,57,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Risk Analyst A,investigating,14,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00087,T000407,2025-07-17,7,A013,Year-end Settlement Account,Bank G,Transport Department,inter_fund_transfer,inflow,464844,V000407,Simulated inter fund transfer for Transport Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,closed,4,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00088,T000010,2025-01-25,1,A001,Treasury Main Account,Bank A,Culture and Tourism Department,off_budget_fund_transfer,outflow,438923,V000010,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,closed,1,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00089,T000226,2025-04-14,4,A002,Budget Execution Payment Account,Bank A,Culture and Tourism Department,inter_fund_transfer,inflow,438734,V000226,Simulated inter fund transfer for Culture and Tourism Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Senior Review Officer,closed,3,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00090,T000525,2025-09-30,9,A001,Treasury Main Account,Bank A,Culture and Tourism Department,year_end_settlement,inflow,438548,V000525,Simulated year end settlement for Culture and Tourism Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Senior Review Officer,investigating,5,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00091,T000405,2025-07-21,7,A012,Audit Adjustment Account,Bank F,Transport Department,off_budget_fund_transfer,inflow,435237,V000405,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,closed,1,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00092,T000394,2025-07-08,7,A001,Treasury Main Account,Bank A,Culture and Tourism Department,off_budget_fund_transfer,outflow,432311,V000394,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,investigating,14,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00093,T000023,2025-01-22,1,A001,Treasury Main Account,Bank A,Culture and Tourism Department,inter_fund_transfer,outflow,413002,V000023,Simulated inter fund transfer for Culture and Tourism Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,investigating,14,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00094,T000237,2025-05-04,5,A013,Year-end Settlement Account,Bank G,Finance Bureau Internal Unit,year_end_settlement,outflow,412736,V000237,Simulated year end settlement for Finance Bureau Internal Unit,simulated_system,bank_statement,600508.3,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,investigating,4,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00095,T000214,2025-04-03,4,A004,Off-budget Fund Account,Bank B,Culture and Tourism Department,inter_fund_transfer,outflow,403395,V000214,Simulated inter fund transfer for Culture and Tourism Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,open,8,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00096,T000710,2025-12-15,12,A005,Special Fund Account,Bank C,Community Services Department,inter_fund_transfer,inflow,391087,V000710,Simulated inter fund transfer for Community Services Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,1,57,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Risk Analyst A,investigating,9,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00097,T000314,2025-06-08,6,A009,Infrastructure Payment Account,Bank E,Transport Department,inter_fund_transfer,outflow,390250,V000314,Simulated inter fund transfer for Transport Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Senior Review Officer,closed,4,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00098,T000470,2025-08-06,8,A006,Social Security Transfer Account,Bank C,Culture and Tourism Department,inter_fund_transfer,inflow,353245,V000470,Simulated inter fund transfer for Culture and Tourism Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,closed,3,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00099,T000658,2025-11-15,11,A007,Education Fund Account,Bank D,Education Department,budget_execution_payment,outflow,348873,V000658,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,56,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst A,open,6,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00100,T000374,2025-06-13,6,A006,Social Security Transfer Account,Bank C,Community Services Department,budget_execution_payment,outflow,348615,V000374,Simulated budget execution payment for Community Services Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,57,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst B,open,13,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00101,T000099,2025-03-13,3,A009,Infrastructure Payment Account,Bank E,Emergency Management Department,budget_execution_payment,outflow,346898,V000099,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Controls Reviewer,open,11,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00102,T000664,2025-11-22,11,A002,Budget Execution Payment Account,Bank A,Environmental Protection Department,budget_execution_payment,outflow,341516,V000664,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst B,open,3,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00103,T000528,2025-09-27,9,A007,Education Fund Account,Bank D,Environmental Protection Department,budget_execution_payment,outflow,338166,V000528,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Controls Reviewer,open,3,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00104,T000350,2025-06-07,6,A009,Infrastructure Payment Account,Bank E,Environmental Protection Department,budget_execution_payment,outflow,335143,V000350,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst B,investigating,4,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00105,T000429,2025-07-26,7,A013,Year-end Settlement Account,Bank G,Finance Bureau Internal Unit,inter_fund_transfer,inflow,334260,V000429,Simulated inter fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,open,3,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00106,T000345,2025-06-29,6,A007,Education Fund Account,Bank D,Agriculture Department,budget_execution_payment,outflow,331367,V000345,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst B,closed,5,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00107,T000348,2025-06-29,6,A010,Temporary Holding Account,Bank E,Education Department,budget_execution_payment,outflow,329143,V000348,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,56,0,3,Medium,Review transaction amount and supporting documents,large_amount,Senior Review Officer,closed,4,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00108,T000100,2025-03-03,3,A006,Social Security Transfer Account,Bank C,Social Security Department,budget_execution_payment,outflow,328744,V000100,Simulated budget execution payment for Social Security Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,66,0,3,Medium,Review transaction amount and supporting documents,large_amount,Finance Operations Reviewer,closed,3,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00109,T000185,2025-04-17,4,A003,Non-tax Revenue Collection Account,Bank B,Education Department,budget_execution_payment,outflow,326773,V000185,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,56,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst B,open,8,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00110,T000101,2025-03-15,3,A005,Special Fund Account,Bank C,Finance Bureau Internal Unit,off_budget_fund_transfer,outflow,325804,V000101,Simulated off budget fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Finance Operations Reviewer,investigating,11,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00111,T000457,2025-08-10,8,A010,Temporary Holding Account,Bank E,Emergency Management Department,budget_execution_payment,outflow,322259,V000457,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst B,investigating,5,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00112,T000615,2025-10-22,10,A009,Infrastructure Payment Account,Bank E,Emergency Management Department,budget_execution_payment,outflow,321411,V000615,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst A,closed,5,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00113,T000675,2025-11-07,11,A006,Social Security Transfer Account,Bank C,Education Department,budget_execution_payment,outflow,321364,V000675,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,56,0,3,Medium,Review transaction amount and supporting documents,large_amount,Finance Operations Reviewer,investigating,9,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00114,T000539,2025-09-09,9,A013,Year-end Settlement Account,Bank G,Community Services Department,budget_execution_payment,outflow,318983,V000539,Simulated budget execution payment for Community Services Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,57,0,3,Medium,Review transaction amount and supporting documents,large_amount,Finance Operations Reviewer,closed,3,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00115,T000616,2025-10-30,10,A001,Treasury Main Account,Bank A,Health Department,budget_execution_payment,outflow,318113,V000616,Simulated budget execution payment for Health Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,63,0,3,Medium,Review transaction amount and supporting documents,large_amount,Finance Operations Reviewer,closed,4,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00116,T000598,2025-10-11,10,A007,Education Fund Account,Bank D,Transport Department,year_end_settlement,inflow,312533,V000598,Simulated year end settlement for Transport Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,open,2,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00117,T000733,2025-12-22,12,A007,Education Fund Account,Bank D,Urban Management Department,year_end_settlement,inflow,305455,V000733,Simulated year end settlement for Urban Management Department,simulated_system,bank_statement,600508.3,0,1,1,0,1,64,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Finance Operations Reviewer,closed,6,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00118,T000753,2025-12-21,12,A011,Inter-fund Transfer Account,Bank F,Agriculture Department,inter_fund_transfer,inflow,290888,V000753,Simulated inter fund transfer for Agriculture Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Finance Operations Reviewer,open,8,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00119,T000754,2025-12-07,12,A007,Education Fund Account,Bank D,Agriculture Department,off_budget_fund_transfer,outflow,288445,V000754,Simulated off budget fund transfer for Agriculture Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Risk Analyst A,open,4,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00120,T000757,2025-12-05,12,A013,Year-end Settlement Account,Bank G,Urban Management Department,off_budget_fund_transfer,inflow,277174,V000757,Simulated off budget fund transfer for Urban Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,64,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Risk Analyst B,closed,1,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00121,T000412,2025-07-23,7,A012,Audit Adjustment Account,Bank F,Culture and Tourism Department,off_budget_fund_transfer,outflow,276331,V000412,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,closed,5,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00122,T000752,2025-12-16,12,A009,Infrastructure Payment Account,Bank E,Agriculture Department,off_budget_fund_transfer,outflow,272718,V000752,Simulated off budget fund transfer for Agriculture Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Controls Reviewer,closed,6,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00123,T000549,2025-09-09,9,A007,Education Fund Account,Bank D,Transport Department,off_budget_fund_transfer,outflow,268657,V000549,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,open,7,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00124,T000476,2025-08-17,8,A009,Infrastructure Payment Account,Bank E,Finance Bureau Internal Unit,year_end_settlement,outflow,267268,V000476,Simulated year end settlement for Finance Bureau Internal Unit,simulated_system,bank_statement,600508.3,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,open,4,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00125,T000701,2025-11-12,11,A006,Social Security Transfer Account,Bank C,Transport Department,off_budget_fund_transfer,inflow,261704,V000701,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,investigating,14,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00126,T000211,2025-04-15,4,A003,Non-tax Revenue Collection Account,Bank B,Transport Department,off_budget_fund_transfer,inflow,259010,V000211,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,closed,3,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00127,T000134,2025-03-07,3,A008,Health Project Fund Account,Bank D,Finance Bureau Internal Unit,inter_fund_transfer,inflow,258389,V000134,Simulated inter fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,closed,3,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00128,T000687,2025-11-29,11,A010,Temporary Holding Account,Bank E,Culture and Tourism Department,inter_fund_transfer,inflow,254417,V000687,Simulated inter fund transfer for Culture and Tourism Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,closed,6,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00129,T000485,2025-08-27,8,A011,Inter-fund Transfer Account,Bank F,Transport Department,off_budget_fund_transfer,inflow,242909,V000485,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,closed,5,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00130,T000322,2025-06-12,6,A013,Year-end Settlement Account,Bank G,Transport Department,off_budget_fund_transfer,outflow,241144,V000322,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,closed,2,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00131,T000618,2025-10-10,10,A006,Social Security Transfer Account,Bank C,Culture and Tourism Department,off_budget_fund_transfer,inflow,238542,V000618,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Senior Review Officer,closed,7,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00132,T000738,2025-12-18,12,A003,Non-tax Revenue Collection Account,Bank B,Emergency Management Department,inter_fund_transfer,inflow,224580,V000738,Simulated inter fund transfer for Emergency Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Finance Operations Reviewer,closed,4,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00133,T000639,2025-10-17,10,A004,Off-budget Fund Account,Bank B,Transport Department,off_budget_fund_transfer,outflow,216944,V000639,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,open,6,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00134,T000288,2025-06-13,6,A010,Temporary Holding Account,Bank E,Culture and Tourism Department,temporary_holding,inflow,212904,V000288,Simulated temporary holding for Culture and Tourism Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,investigating,3,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
